id,category,severity,severity_ordinal,priority_score,hours_since_submission,hours_since_status_change,related_count,assigned,department_id,sla_deadline_hours,is_safety_risk,breach
3137,water_leakage,HIGH,3,72,24.5,16.73,0,1,5,24,1,1
3138,water_leakage,LOW,1,23,27.43,22.13,1,1,5,24,0,1
3139,pothole,LOW,1,25,11.9,6.65,0,1,1,48,0,1
3140,other,MEDIUM,2,39,38.87,13.35,1,1,7,72,0,1
3141,drainage,LOW,1,25,5.59,5.08,0,1,3,48,0,0
3142,garbage,HIGH,3,87,97.28,44.67,2,1,2,72,1,1
3143,garbage,MEDIUM,2,48,74.66,19.78,2,1,2,72,0,0
3144,drainage,LOW,1,44,37.51,25.34,3,1,3,48,0,1
3145,pothole,MEDIUM,2,35,42.85,22.65,0,1,1,48,0,1
3146,pothole,LOW,1,33,65.37,46.89,1,1,1,48,0,1
3147,garbage,LOW,1,44,10.16,6.76,3,1,2,72,0,0
3148,other,LOW,1,25,58.81,1.84,1,0,7,72,0,1
3149,pothole,MEDIUM,2,32,17.26,7.63,0,1,1,48,0,0
3150,other,LOW,1,25,61.64,59.38,1,1,7,72,0,0
3151,drainage,HIGH,3,80,15.02,6.37,0,1,3,48,1,1
3152,garbage,LOW,1,21,80.54,4.26,0,0,2,72,0,1
3153,garbage,HIGH,3,75,77.46,68.39,0,1,2,72,1,1
3154,drainage,MEDIUM,2,64,70.98,25.91,3,0,3,48,0,1
3155,streetlight,MEDIUM,2,34,29.23,2.4,0,1,4,24,0,0
3156,water_leakage,HIGH,3,74,22.92,0.88,0,1,5,24,1,1
3157,pothole,LOW,1,25,52.51,11.63,0,0,1,48,0,1
3158,garbage,HIGH,3,76,30.79,7.58,0,1,2,72,1,1
3159,water_leakage,MEDIUM,2,40,4.76,1.58,0,1,5,24,0,1
3160,pothole,MEDIUM,2,35,61.11,31.05,0,1,1,48,0,1
3161,pothole,HIGH,3,88,59.24,41.08,1,1,1,48,1,1
3162,drainage,LOW,1,48,12.71,7.43,3,1,3,48,0,1
3163,drainage,HIGH,3,80,78.6,10.25,0,0,3,48,1,1
3164,other,LOW,1,32,65.24,14.91,1,0,7,72,0,1
3165,streetlight,MEDIUM,2,37,3.26,1.05,0,1,4,24,0,1
3166,pothole,MEDIUM,2,34,48.81,32.76,0,1,1,48,0,1
3167,water_leakage,MEDIUM,2,50,36.31,1.94,2,0,5,24,0,1
3168,pothole,HIGH,3,86,15.34,2.01,1,1,1,48,1,1
3169,water_leakage,LOW,1,25,9.2,8.65,1,1,5,24,0,0
3170,water_leakage,MEDIUM,2,38,32.89,1.13,1,0,5,24,0,1
3171,other,HIGH,3,53,35.4,24.24,0,1,7,72,0,1
3172,garbage,LOW,1,23,54.95,27.75,0,1,2,72,0,0
3173,streetlight,LOW,1,21,2.09,1.57,0,0,4,24,0,1
3174,water_leakage,LOW,1,20,6.43,0.63,0,1,5,24,0,0
3175,garbage,LOW,1,33,71.3,14.05,1,1,2,72,0,1
3176,pothole,MEDIUM,2,55,55.05,10.67,2,0,1,48,0,1
3177,other,LOW,1,15,121.62,34.48,0,1,7,72,0,1
3178,water_leakage,MEDIUM,2,30,13.23,6.43,0,0,5,24,0,1
3179,pothole,LOW,1,54,61.97,37.47,4,1,1,48,0,1
3180,garbage,LOW,1,32,47.33,37.59,1,1,2,72,0,1
3181,garbage,LOW,1,32,0.83,0.31,1,1,2,72,0,0
3182,water_leakage,LOW,1,46,27.76,8.68,3,1,5,24,0,1
3183,streetlight,LOW,1,16,16.83,1.93,0,1,4,24,0,1
3184,streetlight,MEDIUM,2,40,35.03,16.51,1,1,4,24,0,0
3185,garbage,MEDIUM,2,37,51.94,6.98,0,1,2,72,0,1
3186,pothole,MEDIUM,2,38,42.72,19.6,0,1,1,48,0,1
3187,drainage,HIGH,3,49,4.02,2.93,0,1,3,48,0,0
3188,pothole,LOW,1,18,68.04,42.52,0,1,1,48,0,1
3189,other,LOW,1,25,104.4,29.96,0,0,7,72,0,1
3190,drainage,LOW,1,21,44.18,4.98,0,1,3,48,0,1
3191,streetlight,LOW,1,24,1.18,0.29,0,1,4,24,0,0
3192,water_leakage,HIGH,3,70,40.05,5.19,0,1,5,24,1,1
3193,garbage,MEDIUM,2,31,78.19,46.13,0,0,2,72,0,1
3194,water_leakage,CRITICAL,4,100,32.26,3.48,4,1,5,24,1,1
3195,streetlight,CRITICAL,4,91,16.56,9.91,0,0,4,24,1,1
3196,other,LOW,1,19,12.21,6.63,0,1,7,72,0,0
3197,water_leakage,LOW,1,29,3.78,0.43,1,1,5,24,0,0
3198,streetlight,LOW,1,33,19.36,11.87,1,1,4,24,0,1
3199,water_leakage,MEDIUM,2,40,12.31,7.56,1,0,5,24,0,0
3200,garbage,LOW,1,37,16.1,4.49,2,1,2,72,0,0
3201,other,LOW,1,55,80.33,47.73,5,1,7,72,0,1
3202,streetlight,LOW,1,34,34.59,20.5,2,1,4,24,0,1
3203,streetlight,LOW,1,60,4.07,2.42,5,1,4,24,0,0
3204,garbage,MEDIUM,2,33,97.63,7.44,0,1,2,72,0,1
3205,water_leakage,MEDIUM,2,39,3.83,3.21,0,1,5,24,0,0
3206,water_leakage,LOW,1,26,22.91,21.72,1,0,5,24,0,1
3207,pothole,MEDIUM,2,32,36.81,18.17,0,1,1,48,0,1
3208,garbage,HIGH,3,79,89.56,30.35,0,1,2,72,1,1
3209,drainage,LOW,1,15,3.16,2.68,0,1,3,48,0,0
3210,other,LOW,1,18,46.3,13.7,0,1,7,72,0,1
3211,streetlight,HIGH,3,46,35.44,5.63,0,1,4,24,0,1
3212,drainage,CRITICAL,4,65,18.82,11.9,0,1,3,48,0,1
3213,drainage,LOW,1,16,51.86,35.51,0,1,3,48,0,0
3214,drainage,HIGH,3,71,74.96,43.11,3,0,3,48,0,1
3215,streetlight,HIGH,3,71,5.25,2.85,0,1,4,24,1,0
3216,other,HIGH,3,73,32.62,7.62,0,0,7,72,1,1
3217,streetlight,MEDIUM,2,48,22.52,16.6,1,1,4,24,0,1
3218,other,MEDIUM,2,34,46.96,37.02,0,0,7,72,0,0
3219,pothole,MEDIUM,2,37,64.74,29.06,0,0,1,48,0,1
3220,garbage,LOW,1,16,122.56,66.65,0,1,2,72,0,0
3221,garbage,CRITICAL,4,92,60.97,56.97,0,1,2,72,1,1
3222,other,LOW,1,25,1.45,1.34,0,1,7,72,0,0
3223,drainage,LOW,1,31,53.29,42.22,2,0,3,48,0,1
3224,garbage,LOW,1,47,30.42,9.51,3,0,2,72,0,1
3225,drainage,LOW,1,17,14.53,11.06,0,1,3,48,0,0
3226,other,LOW,1,40,89.83,17.61,2,1,7,72,0,1
3227,streetlight,MEDIUM,2,48,38.64,2.18,1,1,4,24,0,1
3228,drainage,MEDIUM,2,37,23.67,14.5,0,0,3,48,0,1
3229,water_leakage,MEDIUM,2,40,30.53,21.53,0,1,5,24,0,1
3230,drainage,CRITICAL,4,86,59.13,29.93,0,1,3,48,1,1
3231,pothole,LOW,1,32,17.25,6.61,1,0,1,48,0,0
3232,garbage,LOW,1,24,124.0,17.41,0,1,2,72,0,0
3233,streetlight,MEDIUM,2,31,33.5,13.68,0,1,4,24,0,1
3234,pothole,HIGH,3,87,54.01,26.0,1,1,1,48,1,1
3235,drainage,LOW,1,25,56.48,41.22,0,1,3,48,0,1
3236,other,LOW,1,24,53.15,10.71,0,1,7,72,0,1
3237,garbage,LOW,1,53,61.25,6.28,4,1,2,72,0,0
3238,drainage,MEDIUM,2,34,43.87,34.04,0,0,3,48,0,1
3239,water_leakage,LOW,1,22,40.77,22.67,0,1,5,24,0,1
3240,drainage,HIGH,3,78,1.88,1.62,0,1,3,48,1,0
3241,drainage,MEDIUM,2,49,75.96,44.22,2,1,3,48,0,1
3242,water_leakage,HIGH,3,51,18.23,5.96,0,0,5,24,0,1
3243,drainage,MEDIUM,2,39,69.34,25.11,0,1,3,48,0,1
3244,garbage,MEDIUM,2,39,123.06,15.28,0,0,2,72,0,1
3245,other,MEDIUM,2,34,124.79,30.94,0,1,7,72,0,1
3246,streetlight,MEDIUM,2,44,19.77,16.87,1,1,4,24,0,1
3247,pothole,HIGH,3,78,53.67,43.59,0,1,1,48,1,1
3248,other,CRITICAL,4,90,58.06,19.55,0,1,7,72,1,1
3249,drainage,LOW,1,22,62.9,20.27,0,0,3,48,0,1
3250,drainage,MEDIUM,2,35,62.48,8.67,0,0,3,48,0,1
3251,other,CRITICAL,4,100,74.58,23.59,2,1,7,72,1,1
3252,streetlight,MEDIUM,2,30,30.56,18.98,0,1,4,24,0,1
3253,other,MEDIUM,2,38,34.25,6.1,0,0,7,72,0,1
3254,drainage,HIGH,3,71,10.75,10.3,2,1,3,48,0,0
3255,water_leakage,LOW,1,27,30.49,11.77,1,1,5,24,0,1
3256,pothole,MEDIUM,2,44,65.72,11.97,1,1,1,48,0,0
3257,pothole,MEDIUM,2,31,16.92,8.67,0,1,1,48,0,1
3258,pothole,HIGH,3,54,12.21,6.71,0,1,1,48,0,0
3259,pothole,HIGH,3,52,55.53,24.18,0,1,1,48,0,1
3260,water_leakage,MEDIUM,2,30,20.51,18.29,0,1,5,24,0,0
3261,other,MEDIUM,2,36,32.88,22.36,0,1,7,72,0,0
3262,water_leakage,MEDIUM,2,32,31.91,5.87,0,0,5,24,0,1
3263,drainage,MEDIUM,2,53,36.43,17.37,2,1,3,48,0,0
3264,pothole,HIGH,3,76,26.05,22.57,0,1,1,48,1,0
3265,streetlight,LOW,1,31,16.95,9.12,1,1,4,24,0,0
3266,water_leakage,MEDIUM,2,71,21.42,16.79,4,1,5,24,0,1
3267,drainage,MEDIUM,2,43,81.3,40.29,1,0,3,48,0,1
3268,streetlight,MEDIUM,2,49,34.01,21.08,2,1,4,24,0,1
3269,streetlight,MEDIUM,2,53,20.53,0.51,2,0,4,24,0,1
3270,drainage,LOW,1,22,51.56,16.84,0,0,3,48,0,1
3271,other,HIGH,3,82,7.7,4.53,1,1,7,72,1,1
3272,streetlight,MEDIUM,2,34,15.43,7.81,0,0,4,24,0,1
3273,water_leakage,CRITICAL,4,63,34.58,15.71,0,0,5,24,0,1
3274,garbage,CRITICAL,4,68,55.71,1.78,1,1,2,72,0,1
3275,pothole,HIGH,3,80,49.3,3.78,0,0,1,48,1,1
3276,streetlight,LOW,1,21,25.92,18.37,0,1,4,24,0,0
3277,pothole,LOW,1,22,8.8,7.8,0,1,1,48,0,0
3278,drainage,MEDIUM,2,31,6.61,4.83,0,1,3,48,0,0
3279,other,MEDIUM,2,44,63.1,0.0,1,1,7,72,0,1
3280,other,HIGH,3,47,108.07,39.42,0,1,7,72,0,1
3281,drainage,CRITICAL,4,71,50.64,0.81,1,0,3,48,0,1
3282,pothole,MEDIUM,2,30,49.62,8.92,0,0,1,48,0,1
3283,streetlight,MEDIUM,2,54,26.92,10.14,3,0,4,24,0,1
3284,garbage,HIGH,3,48,68.94,25.93,0,1,2,72,0,1
3285,pothole,LOW,1,19,63.35,24.02,0,1,1,48,0,0
3286,pothole,LOW,1,25,52.33,13.54,0,1,1,48,0,1
3287,other,LOW,1,39,65.39,42.19,2,1,7,72,0,0
3288,other,MEDIUM,2,61,111.38,29.78,3,1,7,72,0,1
3289,garbage,LOW,1,17,26.38,9.67,0,0,2,72,0,1
3290,drainage,LOW,1,24,77.82,46.58,1,1,3,48,0,1
3291,water_leakage,CRITICAL,4,90,33.52,8.75,0,0,5,24,1,1
3292,water_leakage,HIGH,3,46,2.5,1.44,0,1,5,24,0,0
3293,water_leakage,CRITICAL,4,100,14.27,11.52,2,1,5,24,1,1
3294,water_leakage,LOW,1,23,23.24,21.91,0,0,5,24,0,0
3295,water_leakage,LOW,1,31,38.51,18.37,1,1,5,24,0,1
3296,drainage,HIGH,3,80,16.34,2.08,1,1,3,48,1,1
3297,water_leakage,HIGH,3,79,24.81,17.87,0,1,5,24,1,1
3298,pothole,LOW,1,40,44.5,6.89,3,0,1,48,0,1
3299,streetlight,LOW,1,23,10.78,3.58,1,1,4,24,0,0
3300,drainage,LOW,1,23,16.4,13.26,0,1,3,48,0,1
3301,other,LOW,1,31,6.15,6.15,1,1,7,72,0,0
3302,drainage,LOW,1,19,35.15,29.5,0,1,3,48,0,1
3303,drainage,LOW,1,21,48.24,46.74,0,0,3,48,0,0
3304,water_leakage,LOW,1,24,6.6,2.75,1,1,5,24,0,1
3305,pothole,HIGH,3,78,64.65,47.15,0,1,1,48,1,1
3306,garbage,MEDIUM,2,38,17.37,12.85,0,0,2,72,0,0
3307,garbage,MEDIUM,2,64,82.01,35.94,3,1,2,72,0,1
3308,water_leakage,MEDIUM,2,37,16.48,2.41,0,1,5,24,0,0
3309,other,LOW,1,25,0.5,0.17,0,1,7,72,0,0
3310,other,MEDIUM,2,41,16.78,2.23,1,0,7,72,0,1
3311,pothole,LOW,1,40,55.76,22.24,2,1,1,48,0,1
3312,garbage,LOW,1,16,24.8,11.49,0,1,2,72,0,0
3313,garbage,HIGH,3,85,105.16,23.85,5,1,2,72,0,1
3314,garbage,HIGH,3,88,122.83,28.76,2,0,2,72,1,1
3315,garbage,LOW,1,22,54.24,19.45,0,1,2,72,0,0
3316,streetlight,MEDIUM,2,39,26.22,8.19,1,0,4,24,0,1
3317,other,MEDIUM,2,39,42.83,16.8,1,0,7,72,0,0
3318,drainage,MEDIUM,2,38,30.62,24.66,0,1,3,48,0,1
3319,water_leakage,MEDIUM,2,47,38.02,8.34,1,1,5,24,0,1
3320,garbage,LOW,1,17,50.46,48.39,0,0,2,72,0,0
3321,pothole,HIGH,3,90,85.73,38.37,2,1,1,48,1,1
3322,water_leakage,LOW,1,15,32.54,21.66,0,1,5,24,0,1
3323,pothole,LOW,1,24,10.48,7.55,0,1,1,48,0,0
3324,drainage,MEDIUM,2,39,48.39,45.64,0,1,3,48,0,0
3325,pothole,LOW,1,54,69.89,35.09,4,0,1,48,0,1
3326,garbage,MEDIUM,2,30,114.4,68.93,0,0,2,72,0,1
3327,drainage,MEDIUM,2,34,10.89,7.95,0,1,3,48,0,0
3328,water_leakage,MEDIUM,2,36,27.08,17.96,0,1,5,24,0,0
3329,garbage,MEDIUM,2,56,21.62,16.74,3,1,2,72,0,0
3330,garbage,MEDIUM,2,38,21.35,11.46,0,1,2,72,0,1
3331,garbage,MEDIUM,2,34,5.41,4.86,0,1,2,72,0,0
3332,streetlight,MEDIUM,2,34,17.69,8.76,0,1,4,24,0,1
3333,water_leakage,LOW,1,22,42.06,17.62,0,1,5,24,0,1
3334,pothole,LOW,1,25,54.97,3.9,0,1,1,48,0,0
3335,drainage,MEDIUM,2,45,13.71,6.89,1,0,3,48,0,0
3336,pothole,CRITICAL,4,94,5.56,3.54,4,1,1,48,0,1
3337,drainage,HIGH,3,83,72.49,31.29,1,1,3,48,1,1
3338,water_leakage,MEDIUM,2,34,34.0,1.73,0,1,5,24,0,0
3339,water_leakage,MEDIUM,2,54,22.87,9.76,3,0,5,24,0,1
3340,garbage,MEDIUM,2,49,65.36,12.01,2,1,2,72,0,0
3341,pothole,HIGH,3,80,28.28,13.44,1,0,1,48,1,1
3342,water_leakage,HIGH,3,78,9.29,7.17,1,1,5,24,1,1
3343,water_leakage,HIGH,3,77,18.83,13.07,4,1,5,24,0,1
3344,garbage,LOW,1,34,38.88,0.19,2,1,2,72,0,0
3345,garbage,MEDIUM,2,75,114.2,28.74,5,1,2,72,0,1
3346,drainage,MEDIUM,2,39,1.36,0.33,0,1,3,48,0,0
3347,streetlight,HIGH,3,70,40.24,19.79,0,1,4,24,1,1
3348,other,LOW,1,16,119.9,61.38,0,1,7,72,0,0
3349,garbage,MEDIUM,2,40,106.4,25.13,0,1,2,72,0,1
3350,water_leakage,MEDIUM,2,51,1.84,1.8,2,1,5,24,0,0
3351,other,HIGH,3,75,28.19,6.93,0,1,7,72,1,1
3352,pothole,HIGH,3,80,33.37,13.91,0,1,1,48,1,1
3353,drainage,MEDIUM,2,45,0.22,0.12,1,0,3,48,0,0
3354,pothole,MEDIUM,2,55,77.22,33.45,3,1,1,48,0,1
3355,drainage,MEDIUM,2,34,13.23,8.97,0,0,3,48,0,1
3356,garbage,LOW,1,23,87.12,30.92,0,1,2,72,0,0
3357,garbage,MEDIUM,2,36,83.47,47.73,0,1,2,72,0,1
3358,drainage,MEDIUM,2,34,3.17,0.06,0,1,3,48,0,0
3359,other,LOW,1,33,108.26,16.03,1,1,7,72,0,1
3360,drainage,HIGH,3,79,69.18,8.39,0,0,3,48,1,1
3361,pothole,MEDIUM,2,33,81.79,33.31,0,0,1,48,0,1
3362,streetlight,MEDIUM,2,40,42.95,15.94,0,1,4,24,0,1
3363,streetlight,HIGH,3,55,33.11,14.75,0,1,4,24,0,1
3364,water_leakage,MEDIUM,2,36,7.47,7.04,0,1,5,24,0,1
3365,garbage,LOW,1,23,84.0,52.65,0,0,2,72,0,1
3366,other,MEDIUM,2,38,27.73,18.45,0,1,7,72,0,1
3367,drainage,LOW,1,28,1.53,1.18,1,1,3,48,0,0
3368,water_leakage,LOW,1,15,21.07,19.55,0,1,5,24,0,1
3369,water_leakage,HIGH,3,88,11.34,7.26,1,1,5,24,1,1
3370,other,LOW,1,24,0.24,0.0,0,1,7,72,0,0
3371,streetlight,MEDIUM,2,33,4.15,3.03,0,1,4,24,0,0
3372,pothole,MEDIUM,2,73,61.66,27.45,5,1,1,48,0,1
3373,drainage,MEDIUM,2,36,66.23,1.78,0,0,3,48,0,1
3374,pothole,MEDIUM,2,53,53.2,1.5,2,1,1,48,0,1
3375,streetlight,MEDIUM,2,39,34.15,6.47,0,1,4,24,0,1
3376,water_leakage,LOW,1,28,29.37,9.55,1,0,5,24,0,1
3377,garbage,MEDIUM,2,33,99.88,66.48,0,1,2,72,0,1
3378,garbage,HIGH,3,70,63.09,15.15,2,1,2,72,0,1
3379,streetlight,LOW,1,18,5.53,2.95,0,1,4,24,0,0
3380,drainage,HIGH,3,49,65.08,29.38,0,0,3,48,0,1
3381,other,LOW,1,36,79.64,31.12,2,1,7,72,0,1
3382,other,MEDIUM,2,38,57.24,46.94,0,1,7,72,0,0
3383,garbage,MEDIUM,2,37,110.7,64.17,0,0,2,72,0,1
3384,garbage,HIGH,3,70,100.33,31.46,0,1,2,72,1,1
3385,drainage,LOW,1,40,85.68,19.92,2,1,3,48,0,0
3386,other,HIGH,3,95,8.85,7.85,2,1,7,72,1,1
3387,garbage,MEDIUM,2,40,124.02,57.37,0,0,2,72,0,1
3388,garbage,HIGH,3,72,10.71,1.16,0,1,2,72,1,0
3389,water_leakage,HIGH,3,49,17.03,12.92,0,1,5,24,0,1
3390,drainage,MEDIUM,2,31,15.63,10.73,0,0,3,48,0,1
3391,pothole,HIGH,3,84,59.4,31.96,1,1,1,48,1,1
3392,garbage,MEDIUM,2,40,2.37,0.8,0,1,2,72,0,0
3393,pothole,MEDIUM,2,39,18.7,15.66,1,1,1,48,0,0
3394,drainage,HIGH,3,57,81.14,12.49,1,0,3,48,0,1
3395,garbage,LOW,1,38,41.94,40.89,2,0,2,72,0,1
3396,garbage,HIGH,3,52,1.48,0.0,0,1,2,72,0,0
3397,pothole,MEDIUM,2,46,0.91,0.39,1,1,1,48,0,1
3398,streetlight,MEDIUM,2,31,31.99,8.96,0,1,4,24,0,1
3399,garbage,CRITICAL,4,85,64.67,2.7,0,1,2,72,1,1
3400,pothole,MEDIUM,2,32,70.32,10.67,0,1,1,48,0,1
3401,drainage,MEDIUM,2,39,68.76,12.32,0,0,3,48,0,1
3402,streetlight,LOW,1,21,31.01,16.43,0,1,4,24,0,0
3403,drainage,HIGH,3,56,49.17,46.33,1,1,3,48,0,1
3404,drainage,HIGH,3,71,86.23,33.85,0,1,3,48,1,1
3405,drainage,MEDIUM,2,37,8.63,3.43,0,1,3,48,0,0
3406,streetlight,LOW,1,25,5.09,1.69,0,1,4,24,0,0
3407,other,LOW,1,17,113.35,68.59,0,0,7,72,0,1
3408,water_leakage,MEDIUM,2,34,32.69,13.21,0,1,5,24,0,1
3409,garbage,HIGH,3,86,120.28,16.7,1,1,2,72,1,1
3410,garbage,MEDIUM,2,35,80.55,5.95,0,1,2,72,0,0
3411,streetlight,LOW,1,20,39.67,9.06,0,1,4,24,0,1
3412,garbage,MEDIUM,2,46,39.43,35.78,1,0,2,72,0,1
3413,pothole,MEDIUM,2,39,31.76,30.22,0,1,1,48,0,1
3414,garbage,LOW,1,16,98.28,43.41,0,1,2,72,0,0
3415,other,LOW,1,24,4.23,1.74,0,0,7,72,0,1
3416,garbage,LOW,1,19,120.9,27.5,0,1,2,72,0,0
3417,garbage,HIGH,3,71,81.8,42.52,0,1,2,72,1,1
3418,streetlight,HIGH,3,82,17.44,8.11,1,1,4,24,1,1
3419,drainage,CRITICAL,4,70,56.68,34.29,0,1,3,48,0,1
3420,pothole,MEDIUM,2,39,40.82,9.65,0,0,1,48,0,1
3421,other,HIGH,3,58,94.0,24.0,1,1,7,72,0,1
3422,pothole,LOW,1,22,24.27,12.94,0,1,1,48,0,0
3423,garbage,HIGH,3,47,70.17,69.52,0,1,2,72,0,1
3424,streetlight,MEDIUM,2,34,36.66,21.38,0,1,4,24,0,0
3425,streetlight,HIGH,3,100,4.54,0.23,4,1,4,24,1,1
3426,other,MEDIUM,2,32,54.22,25.01,0,1,7,72,0,1
3427,other,MEDIUM,2,57,38.37,12.96,3,1,7,72,0,1
3428,water_leakage,MEDIUM,2,46,41.33,9.13,2,1,5,24,0,0
3429,streetlight,MEDIUM,2,52,31.49,4.37,2,1,4,24,0,1
3430,water_leakage,LOW,1,22,17.7,9.7,0,1,5,24,0,0
3431,streetlight,MEDIUM,2,44,16.18,0.66,1,1,4,24,0,1
3432,garbage,MEDIUM,2,47,76.37,63.31,2,1,2,72,0,1
3433,pothole,LOW,1,24,37.83,9.02,0,0,1,48,0,1
3434,garbage,MEDIUM,2,58,4.21,2.27,3,1,2,72,0,1
3435,garbage,LOW,1,32,122.04,17.41,1,0,2,72,0,0
3436,drainage,LOW,1,29,1.95,0.78,1,0,3,48,0,0
3437,drainage,MEDIUM,2,41,58.76,0.11,1,1,3,48,0,1
3438,water_leakage,HIGH,3,77,13.96,1.96,0,0,5,24,1,1
3439,pothole,LOW,1,23,33.05,31.08,0,1,1,48,0,1
3440,water_leakage,MEDIUM,2,38,40.91,5.89,0,1,5,24,0,0
3441,drainage,LOW,1,20,30.25,9.41,0,1,3,48,0,1
3442,streetlight,MEDIUM,2,37,42.91,23.29,0,1,4,24,0,1
3443,streetlight,MEDIUM,2,30,27.54,10.72,0,1,4,24,0,1
3444,water_leakage,CRITICAL,4,61,7.29,1.82,0,1,5,24,0,1
3445,other,HIGH,3,79,72.6,69.44,3,1,7,72,0,1
3446,streetlight,MEDIUM,2,47,33.56,3.83,2,1,4,24,0,1
3447,garbage,HIGH,3,80,73.53,57.4,0,1,2,72,1,1
3448,drainage,LOW,1,31,36.9,8.65,1,1,3,48,0,1
3449,pothole,LOW,1,25,6.79,0.28,0,1,1,48,0,1
3450,pothole,LOW,1,30,13.76,9.67,1,0,1,48,0,1
3451,drainage,CRITICAL,4,61,5.77,1.59,0,0,3,48,0,1
3452,drainage,MEDIUM,2,39,11.37,5.3,1,0,3,48,0,1
3453,streetlight,MEDIUM,2,36,24.67,6.07,0,0,4,24,0,1
3454,water_leakage,HIGH,3,100,14.76,10.85,3,1,5,24,1,1
3455,water_leakage,CRITICAL,4,60,6.12,1.46,0,1,5,24,0,1
3456,pothole,HIGH,3,74,28.99,28.35,0,0,1,48,1,1
3457,water_leakage,LOW,1,15,30.4,14.9,0,0,5,24,0,1
3458,water_leakage,MEDIUM,2,39,26.32,20.33,0,0,5,24,0,1
3459,pothole,MEDIUM,2,35,3.99,3.39,0,1,1,48,0,1
3460,garbage,MEDIUM,2,40,125.65,32.4,0,0,2,72,0,1
3461,streetlight,MEDIUM,2,40,21.84,12.96,0,1,4,24,0,0
3462,drainage,HIGH,3,95,6.68,5.63,2,1,3,48,1,1
3463,pothole,HIGH,3,74,40.32,33.48,0,1,1,48,1,1
3464,drainage,MEDIUM,2,35,40.41,9.63,0,1,3,48,0,1
3465,water_leakage,HIGH,3,52,10.27,0.72,0,1,5,24,0,0
3466,garbage,HIGH,3,49,83.69,51.0,0,0,2,72,0,1
3467,drainage,LOW,1,30,76.32,41.28,1,1,3,48,0,1
3468,streetlight,MEDIUM,2,41,4.77,4.31,1,1,4,24,0,0
3469,other,MEDIUM,2,33,108.21,44.16,0,1,7,72,0,1
3470,water_leakage,MEDIUM,2,30,27.68,3.01,0,1,5,24,0,1
3471,other,LOW,1,18,37.21,22.38,0,1,7,72,0,0
3472,garbage,LOW,1,25,21.75,8.31,1,1,2,72,0,1
3473,drainage,MEDIUM,2,47,79.73,10.6,1,0,3,48,0,1
3474,other,CRITICAL,4,92,119.61,45.33,0,0,7,72,1,1
3475,other,LOW,1,19,59.63,48.87,0,1,7,72,0,0
3476,drainage,MEDIUM,2,34,83.78,0.61,0,0,3,48,0,1
3477,water_leakage,HIGH,3,74,9.39,3.1,0,1,5,24,1,1
3478,water_leakage,MEDIUM,2,47,10.47,8.31,1,1,5,24,0,1
3479,streetlight,HIGH,3,100,20.79,9.91,3,1,4,24,1,1
3480,garbage,LOW,1,18,99.68,11.77,0,1,2,72,0,1
3481,pothole,LOW,1,25,17.52,10.6,0,0,1,48,0,1
3482,drainage,HIGH,3,85,35.13,30.37,1,1,3,48,1,1
3483,other,MEDIUM,2,32,41.23,27.15,0,1,7,72,0,0
3484,pothole,MEDIUM,2,44,42.57,6.11,1,0,1,48,0,1
3485,drainage,HIGH,3,87,23.12,13.2,1,1,3,48,1,1
3486,pothole,LOW,1,28,73.76,35.49,1,1,1,48,0,1
3487,streetlight,MEDIUM,2,38,9.61,4.39,0,1,4,24,0,1
3488,garbage,LOW,1,25,121.08,16.74,0,1,2,72,0,1
3489,garbage,CRITICAL,4,89,54.83,5.56,0,0,2,72,1,1
3490,water_leakage,MEDIUM,2,35,8.25,6.75,0,0,5,24,0,1
3491,pothole,MEDIUM,2,37,10.84,8.91,0,1,1,48,0,0
3492,drainage,CRITICAL,4,70,28.02,24.07,0,1,3,48,0,0
3493,pothole,LOW,1,28,13.16,8.52,1,0,1,48,0,1
3494,pothole,LOW,1,20,53.62,17.82,0,0,1,48,0,1
3495,pothole,CRITICAL,4,65,66.59,3.62,0,0,1,48,0,1
3496,drainage,MEDIUM,2,39,19.29,13.28,1,0,3,48,0,1
3497,streetlight,LOW,1,16,29.89,20.6,0,1,4,24,0,0
3498,streetlight,MEDIUM,2,42,9.96,9.55,1,0,4,24,0,1
3499,pothole,HIGH,3,53,37.2,27.72,0,1,1,48,0,1
3500,other,MEDIUM,2,39,40.95,0.38,1,1,7,72,0,1
3501,drainage,LOW,1,25,27.16,15.28,0,1,3,48,0,0
3502,water_leakage,MEDIUM,2,44,37.9,7.35,1,1,5,24,0,1
3503,water_leakage,LOW,1,21,33.07,0.91,0,1,5,24,0,0
3504,pothole,MEDIUM,2,31,51.83,23.31,0,1,1,48,0,1
3505,garbage,LOW,1,26,103.58,64.5,1,1,2,72,0,1
3506,pothole,MEDIUM,2,48,43.91,31.08,1,0,1,48,0,1
3507,streetlight,CRITICAL,4,91,1.98,0.69,0,1,4,24,1,1
3508,water_leakage,HIGH,3,77,16.42,2.89,0,1,5,24,1,1
3509,pothole,MEDIUM,2,45,84.98,5.39,1,1,1,48,0,1
3510,garbage,MEDIUM,2,30,45.58,12.89,0,0,2,72,0,0
3511,garbage,LOW,1,40,51.88,23.01,2,1,2,72,0,0
3512,water_leakage,MEDIUM,2,36,27.71,8.32,0,1,5,24,0,1
3513,pothole,LOW,1,47,41.54,23.44,3,1,1,48,0,0
3514,streetlight,MEDIUM,2,36,37.51,8.1,0,0,4,24,0,1
